"freelancer_id","name","gender","age","country","language","primary_skill","years_of_experience","hourly_rate_usd","rating","is_active","client_satisfaction"
"FL250577","Kelli Ramirez","F","28.0","South Korea","Korean","Graphic Design","2","50","2.6","Y","0.85"
"FL250578","Deborah Torres","F","43.0","Indonesia","Indonesian","Web Development","20","30","2.7","N","0.72"
"FL250579","Joseph Horn","M","41.0","France","French","Web Development","11","20","4.7",NULL,"0.69"
"FL250580","Christopher Robinson","M","41.0","United Kingdom","English","DevOps","0","20","3.1","N","0.90"
"FL250581","Sandra Mccormick","F","40.0","United Kingdom","English","Mobile Apps","20","20","2.3","N","0.92"
"FL250582","Michael Holland","M","45.0","Germany","German","DevOps","3","20","1.3","Y","0.91"
"FL250583","Kenneth Stevenson","M","47.0","Egypt","Arabic","DevOps","28","50","2.9","Y",NULL
"FL250584","Timothy Bennett","M","34.0","India","Hindi","Data Analysis","0","40","3.3","N","0.98"
"FL250585","Gregory Randall","M","47.0","United States","English","UI/UX Design","4","20","4.2",NULL,"0.82"
"FL250586","Charles Martinez","M","32.0","Mexico","Spanish","UI/UX Design","9","40","1.3","Y","0.83"
"FL250587","James Hall","M","28.0","United Kingdom","English","Mobile Apps","2","100","4.4","Y",NULL
"FL250588","Michael Garcia","M","32.0","Australia","English","DevOps","1","100","3.4","Y",NULL
"FL250589","Michele Duran","F","49.0","Netherlands","Dutch","AI","2","100","3.4","Y","0.85"
"FL250590","Jessica Gray","F","36.0","Argentina","Spanish","Mobile Apps","16","20","3.2",NULL,NULL
"FL250591","Keith Shaffer","M","59.0","Mexico","Spanish","Blockchain Development","22","20","3.6","N","0.63"
"FL250592","Jessica Decker","F","52.0","Canada","English","Cybersecurity","22","20","0","N",NULL
"FL250593","Brianna Pittman","F","24.0","China","Mandarin","Blockchain Development","5","40","1.8","Y","0.86"
"FL250594","Kimberly Hunter","F","26.0","Australia","English","Graphic Design","2","75","2.5","Y","0.60"
"FL250595","Daniel Martin","M","55.0","Canada","English","Cybersecurity","24","40","2","Y","0.88"
"FL250596","Rachel Smith","F","56.0","Italy","Italian","Mobile Apps","37","40","0","N","0.70"
"FL250597","Michael Miller","M","36.0","France","French","Graphic Design","3","50","1.3","Y","0.77"
"FL250598","Willie Clark","M","48.0","Argentina","Spanish","Web Development","18","75","0","N","0.80"
"FL250599","Jeremy Hernandez","M","55.0","Egypt","Arabic","Machine Learning","6","40","3.6","Y",NULL
"FL250600","Tina Shelton","F","56.0","Spain","Spanish","DevOps","17","40","1.3",NULL,"0.87"
"FL250601","Dr. Pamela Larson","F","28.0","Canada","English","Blockchain Development","1","75","2.7","Y","0.93"
"FL250602","Ryan Ewing","M","60.0","United States","English","AI","39","100","1.5",NULL,"0.88"
"FL250603","Mark Cochran","M","34.0","South Korea","Korean","Blockchain Development","15","20","0","N","1.00"
"FL250604","Martha Carson","F","38.0","Indonesia","Indonesian","AI","13","40","0","Y","0.61"
"FL250605","Heather Jackson","F","51.0","South Korea","Korean","Web Development","17","100","3","N","0.79"
"FL250606","Megan Young","F","21.0","Japan","Japanese","Mobile Apps","1","30","1.2",NULL,"0.73"
"FL250607","Thomas Davis","M","35.0","Italy","Italian","UI/UX Design","16","40","1.3","Y","0.64"
"FL250608","Thomas Mooney","M","27.0","Brazil","Portuguese","Web Development","9","100","2.6","Y",NULL
"FL250609","Susan Smith","F","42.0","Turkey","Turkish","Mobile Apps","20","50","3.8","N","0.93"
"FL250610","Brianna Orr","F","52.0","Canada","English","Blockchain Development","29","30","3.8","N","0.68"
"FL250611","Dustin Smith","M","53.0","South Korea","Korean","Web Development","21","40","4.7","Y","0.62"
"FL250612","Sarah White","F","54.0","Italy","Italian","Mobile Apps","28","40","1.1","N",NULL
"FL250613","Michael Davis","M","51.0","Japan","Japanese","Graphic Design","5","50","4.2","Y","0.82"
"FL250614","Jennifer Phillips","F","30.0","South Korea","Korean","Web Development","0","40","0","N",NULL
"FL250615","Dana Sanders","F","45.0","Netherlands","Dutch","Machine Learning","27","75","0",NULL,"0.85"
"FL250616","Daniel Quinn","M","57.0","Indonesia","Indonesian","Graphic Design","26","100","2.4","Y","0.78"
"FL250617","Matthew Steele","M","38.0","Turkey","Turkish","Blockchain Development","19","40","0","Y","0.86"
"FL250618","Michele Taylor","F","42.0","Russia","Russian","DevOps","24","40","2.6","N","0.88"
"FL250619","Ashley Hammond","F","30.0","South Africa","Afrikaans","DevOps","7","30","3.3",NULL,"0.68"
"FL250620","Nicole Taylor","F","43.0","Australia","English","Web Development","13","100","1.4","Y","0.97"
"FL250621","Casey Bush","M","22.0","Egypt","Arabic","UI/UX Design","2","75","1.7","N","0.91"
"FL250622","Samuel Patterson","M","57.0","Mexico","Spanish","Machine Learning","37","30","4.8","N",NULL
"FL250623","Craig Dennis","M","44.0","United Kingdom","English","Graphic Design","1","40","4.8","N","0.97"
"FL250624","Heidi Dixon","F","46.0","China","Mandarin","DevOps","5","30","2","Y","0.64"
"FL250625","David Bishop","M","41.0","Spain","Spanish","Blockchain Development","1","50","2.8","N","0.87"
"FL250626","Laura Butler","F","34.0","Australia","English","Data Analysis","2","100","0","N","0.86"
"FL250627","Denise Erickson","F","46.0","Italy","Italian","Mobile Apps","9","100","4.4","Y","0.97"
"FL250628","Nicole Austin","F","22.0","France","French","Blockchain Development","0","30","4.9","N","0.73"
"FL250629","Summer Williams","F","23.0","South Africa","Afrikaans","AI","0","75","2.3",NULL,"0.60"
"FL250630","Angela Blackwell","F","60.0","Turkey","Turkish","Web Development","41","40","4.9","Y","0.66"
"FL250631","Thomas Wall","M","20.0","Canada","English","DevOps","9","75","4.3","N","0.90"
"FL250632","Sarah Anderson","F","41.0","South Korea","Korean","UI/UX Design","23","75","1.4","N",NULL
"FL250633","Christian Lane","M","24.0","France","French","Mobile Apps","0","100","2.6","N",NULL
"FL250634","Todd Casey","M","44.0","Netherlands","Dutch","Machine Learning","4","40","1.3","Y","0.77"
"FL250635","David Martinez","M","52.0","China","Mandarin","UI/UX Design","4","75","2.3","Y","0.79"
"FL250636","Donald Salas","M","35.0","Spain","Spanish","Machine Learning","13","40","3.6","N","0.83"
"FL250637","Emma Hicks","F","24.0","Netherlands","Dutch","DevOps","2","50","2.6","N","0.64"
"FL250638","Alison Clark","F","46.0","Australia","English","Cybersecurity","25","100","1.3","N","0.80"
"FL250639","Andrew Barnes","M","57.0","Mexico","Spanish","Mobile Apps","18","30","1.1","N","0.90"
"FL250640","Gina Snyder","F","49.0","Mexico","Spanish","Web Development","24","50","0","N","0.94"
"FL250642","John Davis","M","22.0","Mexico","Spanish","Machine Learning","1","20","2.6","Y","0.75"
"FL250643","Joseph Thomas","M","50.0","Australia","English","Blockchain Development","17","75","3.3","Y","0.69"
"FL250644","Dean Finley","M","57.0","Germany","German","Graphic Design","4","30","4.2","N",NULL
"FL250645","Ashley Kemp","F","47.0","Mexico","Spanish","AI","29","50","2.6","Y","0.79"
"FL250646","Kenneth Evans","M","24.0","South Africa","Afrikaans","Data Analysis","2","100","3.8","Y","0.71"
"FL250647","Brandon Newman","M","41.0","India","Hindi","Cybersecurity","9","100","4.8","Y","0.72"
"FL250648","Katie Hensley","F","50.0","Germany","German","DevOps","10","100","4.3","N","0.93"
"FL250649","Joel Randolph","M","46.0","Brazil","Portuguese","Machine Learning","20","40","4.8","Y","0.82"
"FL250650","Andrew Scott","M","51.0","Australia","English","Cybersecurity","9","40","2.6","N","0.60"
"FL250651","Zachary Ochoa","M","51.0","United Kingdom","English","AI","12","20","4","N","0.93"
"FL250652","John Arroyo","M","27.0","United Kingdom","English","AI","3","50","2.6","N",NULL
"FL250653","Matthew Fernandez","M","42.0","Spain","Spanish","Web Development","13","30","0","N","0.74"
"FL250654","Benjamin Stark","M","25.0","Germany","German","UI/UX Design","4","40","2.3","Y","0.73"
"FL250655","Tammy Greer","F","32.0","Germany","German","Data Analysis","9","75","2.6","N","0.96"
"FL250656","Cynthia Mckinney","F","59.0","Canada","English","Graphic Design","14","30","3.8",NULL,"0.66"
"FL250657","Wendy Rice","F","59.0","France","French","Cybersecurity","37","30","4","N","0.62"
"FL250658","Randy Bender","M","29.0","Germany","German","Graphic Design","2","75","2.2","Y","0.85"
"FL250659","Richard Dominguez","M","58.0","China","Mandarin","AI","11","100","4.3","N","0.66"
"FL250660","Melissa Maldonado","F","56.0","Canada","English","Cybersecurity","19","20","0","N","0.87"
"FL250661","Leah Harris","F","36.0","United States","English","Machine Learning","9","20","0","Y","0.68"
"FL250662","Lynn French","F","52.0","Canada","English","UI/UX Design","16","100","4","Y",NULL
"FL250663","Angela Johnson","F","42.0","Netherlands","Dutch","Mobile Apps","8","50","2.6",NULL,NULL
"FL250664","Sarah Edwards","F","59.0","India","Hindi","Mobile Apps","34","100","2","Y","0.79"
"FL250665","Roy Collins","M","33.0","Netherlands","Dutch","Mobile Apps","5","50","4.7","Y","0.88"
"FL250666","Samantha Porter","F","55.0","Canada","English","Web Development","14","50","3.6","Y","0.81"
"FL250667","Juan Elliott","M","47.0","South Korea","Korean","UI/UX Design","17","50","1.2","N",NULL
"FL250668","Elizabeth Phillips","F","29.0","Mexico","Spanish","AI","10","40","4.4","Y","0.67"
"FL250669","Laura Evans","F","30.0","United Kingdom","English","DevOps","8","100","1.4","Y","0.62"
"FL250670","Amanda Mitchell","F","25.0","Canada","English","DevOps","1","30","3.2","N","0.87"
"FL250671","Sandra Williams","F","28.0","Egypt","Arabic","Cybersecurity","10","40","3.8","Y","0.98"
"FL250672","Eric Johnson","M","29.0","South Korea","Korean","Blockchain Development","0","75","1.5","Y","0.64"
"FL250673","Javier Hobbs","M","30.0","Spain","Spanish","Graphic Design","4","40","2.8","Y","0.71"
"FL250674","Jacob Jones","M","47.0","Egypt","Arabic","AI","2","50","2.7","N","0.96"
"FL250675","Zachary Murphy","M","34.0","Australia","English","Blockchain Development","10","30","3.9",NULL,NULL
"FL250676","Joshua Owens","M","45.0","United States","English","Graphic Design","16","100","4.6","N","0.78"
"FL250677","Dawn Mitchell","F","56.0","Spain","Spanish","Cybersecurity","27","20","2.2","N","0.70"
"FL250678","Regina Dunn","F","49.0","China","Mandarin","DevOps","20","50","2.5","N","0.82"
"FL250679","Ernest Cole","M","48.0","France","French","AI","10","40","3.1","N",NULL
"FL250680","Hannah Sanders","F","29.0","South Korea","Korean","Graphic Design","0","20","2.6","Y","0.99"
"FL250681","Ellen Bowman","F","49.0","Netherlands","Dutch","Web Development","11","75","3.8","Y","0.93"
"FL250682","Nancy Moore","F","22.0","China","Mandarin","Blockchain Development","1","100","4.8","Y","0.75"
"FL250683","Joseph Wood","M","52.0","Mexico","Spanish","Graphic Design","30","100","2.5",NULL,"0.61"
"FL250684","Michael Harrell","M","60.0","Canada","English","Blockchain Development","7","30","0","N","0.97"
"FL250685","Connie Mcclain","F","33.0","Japan","Japanese","UI/UX Design","0","100","1.7","Y","0.95"
"FL250686","Matthew Baldwin","M","52.0","South Korea","Korean","Graphic Design","21","40","4",NULL,"0.69"
"FL250687","Danielle Nelson","F","25.0","Germany","German","DevOps","7","100","1.9","N","0.63"
"FL250688","Steven Moore","M","33.0","Japan","Japanese","Cybersecurity","9","30","4.4","Y","0.65"
"FL250689","Megan Hudson","F","33.0","China","Mandarin","Mobile Apps","9","40","4.2","Y","0.90"
"FL250690","Lisa Johnson","F","52.0","Canada","English","UI/UX Design","25","100","4.8","N",NULL
"FL250691","Tracy White","F","20.0","Indonesia","Indonesian","Web Development","1","30","2","N","0.89"
"FL250692","Natalie Diaz","F","43.0","Russia","Russian","Data Analysis","7","50","2.6","Y","0.80"
"FL250693","Amanda Mitchell","F","31.0","France","French","Mobile Apps","9","50","1.4","N","0.80"
"FL250694","Karen Scott","F","29.0","Germany","German","Data Analysis","6","100","1.8","N",NULL
"FL250695","Mary Brown","F","53.0","South Africa","Afrikaans","Graphic Design","35","40","0","Y","0.67"
"FL250696","Jon Jones","M","38.0","India","Hindi","Mobile Apps","1","40","0","N","0.96"
"FL250697","Jason Phillips","M","29.0","Spain","Spanish","Graphic Design","9","20","0","N","0.90"
"FL250698","Eric Walsh","M","42.0","South Korea","Korean","UI/UX Design","0","40","3.9","N","0.62"
"FL250699","Carol Schneider","F","54.0","United States","English","Machine Learning","9","100","2.6","N","0.72"
"FL250700","Juan Hines","M","56.0","China","Mandarin","UI/UX Design","18","50","4.4","Y","0.83"
"FL250746","Carl Kline","M","59.0","Mexico","Spanish","AI","0","100","0","Y","0.87"
"FL250701","Martha Sweeney","F","47.0","Turkey","Turkish","Graphic Design","22","100","4.4","N","0.70"
"FL250702","Jason Weaver","M","45.0","Russia","Russian","Blockchain Development","25","50","0","N","0.99"
"FL250703","Benjamin Stevens","M","45.0","China","Mandarin","Data Analysis","6","50","1.4",NULL,"0.97"
"FL250704","Daniel Lopez","M","35.0","Canada","English","Machine Learning","10","20","3.2","Y","0.77"
"FL250706","Katrina Schultz","F","34.0","Spain","Spanish","Mobile Apps","11","50","3.3","Y","0.76"
"FL250707","Danielle Bell","F","51.0","Indonesia","Indonesian","Graphic Design","1","50","0","Y","0.97"
"FL250708","Jason Brady","M","58.0","Egypt","Arabic","Graphic Design","35","100","2.3","Y",NULL
"FL250709","Megan Bright","F","36.0","Netherlands","Dutch","Web Development","17","20","0","Y","0.99"
"FL250710","David Griffin","M","41.0","Russia","Russian","AI","12","30","2.6","Y",NULL
"FL250711","Michael Clark","M","56.0","South Africa","Afrikaans","Machine Learning","30","40","3.3","Y","0.82"
"FL250712","Rebecca Barker","F","58.0","Canada","English","Cybersecurity","20","75","3.6","Y","0.78"
"FL250713","Angela Smith","F","58.0","United States","English","Cybersecurity","22","100","3.7","N",NULL
"FL250714","Christina Wright","F","54.0","United Kingdom","English","AI","32","20","3.4","N",NULL
"FL250715","Todd Turner","M","53.0","Australia","English","UI/UX Design","9","50","4","Y","0.72"
"FL250716","Elizabeth Green","F","43.0","Australia","English","Web Development","22","40","4.5",NULL,NULL
"FL250717","Alex Smith","M","44.0","South Korea","Korean","Machine Learning","1","75","4.3","Y",NULL
"FL250718","Shane Hale","M","34.0","Canada","English","Cybersecurity","4","75","4","Y",NULL
"FL250719","Kathy Grimes","F","27.0","Brazil","Portuguese","Mobile Apps","8","50","1.6","Y",NULL
"FL250720","David Cherry","M","50.0","Japan","Japanese","Data Analysis","3","100","0","Y",NULL
"FL250721","Rachel Rogers","F","52.0","South Korea","Korean","UI/UX Design","30","75","2.6","N","0.94"
"FL250722","Travis Braun","M","57.0","Spain","Spanish","Blockchain Development","11","20","4.9","Y",NULL
"FL250723","Shawna Palmer","F","53.0","Mexico","Spanish","DevOps","8","20","2.8","Y",NULL
"FL250724","Bradley Gaines","M","51.0","Turkey","Turkish","UI/UX Design","11","30","3.6","Y","0.77"
"FL250725","April Ford","F","37.0","Canada","English","Cybersecurity","9","50","2.6","Y","0.84"
"FL250726","James Gonzalez","M","40.0","Spain","Spanish","Web Development","7","40","4.5",NULL,"0.79"
"FL250727","John Castillo","M","60.0","Japan","Japanese","Data Analysis","24","40","3.1","N","0.69"
"FL250728","Ian Hayes","M","60.0","France","French","UI/UX Design","0","40","4.9","Y","0.68"
"FL250729","Christine Castro","F","53.0","South Korea","Korean","UI/UX Design","21","30","4.2","Y","0.73"
"FL250730","Jessica Chaney","F","20.0","Mexico","Spanish","Blockchain Development","0","75","3.2","Y","0.74"
"FL250731","John Gray","M","42.0","Russia","Russian","Web Development","7","20","2.6","N","1.00"
"FL250732","Shane Booker","M","21.0","United Kingdom","English","Mobile Apps","3","40","0","N","0.87"
"FL250733","Kyle Hall","M","39.0","Germany","German","Web Development","21","100","2.2","N","0.79"
"FL250734","Ronald Munoz","M","32.0","India","Hindi","Blockchain Development","9","30","1.5","N","0.68"
"FL250735","Christopher Long","M","35.0","Germany","German","Data Analysis","9","100","2.6","N","0.84"
"FL250736","Sandra Ali","F","35.0","France","French","UI/UX Design","17","50","3.1","N","0.71"
"FL250737","Jessica Garza","F","23.0","Argentina","Spanish","UI/UX Design","0","75","0","N","0.92"
"FL250738","Gregory Waters","M","26.0","Netherlands","Dutch","AI","6","100","2.6","N","0.69"
"FL250739","Misty Adams","F","34.0","Canada","English","Machine Learning","3","40","0","Y","0.71"
"FL250740","Megan Brown","F","34.0","Germany","German","Blockchain Development","3","40","2.6","N","0.77"
"FL250741","Gregory Brown","M","57.0","Italy","Italian","Web Development","31","50","3","Y","0.87"
"FL250742","Scott Alexander MD","M","46.0","Canada","English","Web Development","5","30","2.6","N","0.76"
"FL250743","Eric Nguyen","M","55.0","India","Hindi","AI","37","75","4.1","N",NULL
"FL250744","Wendy Boyer","F","32.0","Australia","English","DevOps","10","50","1.5","N","0.65"
"FL250745","Mark Clark","M","53.0","Indonesia","Indonesian","AI","28","50","2.9","Y","0.82"
"FL250747","Linda Williams","F","44.0","Netherlands","Dutch","Machine Learning","19","40","4.9","N","1.00"
"FL250748","Jason Edwards","M","35.0","Egypt","Arabic","Blockchain Development","9","50","3","N","0.71"
"FL250749","Madison Mcintosh","F","42.0","China","Mandarin","Machine Learning","5","30","4.9","Y","0.87"
"FL250750","Desiree Winters","F","58.0","South Korea","Korean","Blockchain Development","0","30","4.6","N","0.70"
"FL250751","Ryan Taylor","M","41.0","Netherlands","Dutch","AI","21","100","2.2","Y","0.83"
"FL250752","Patricia Scott","F","41.0","Argentina","Spanish","Web Development","0","40","2.6","Y","0.74"
"FL250753","Erin Jimenez","F","23.0","Canada","English","Blockchain Development","0","30","1.1","Y","0.86"
"FL250754","Anthony Krause","M","51.0","China","Mandarin","Blockchain Development","17","40","4.5","Y","0.72"
"FL250755","Diane Dean","F","42.0","France","French","AI","21","40","2.5","Y","0.73"
"FL250756","Stuart Mckinney","M","26.0","Japan","Japanese","Data Analysis","7","75","2.9","N","0.78"
"FL250757","Kellie Le","F","49.0","Indonesia","Indonesian","AI","22","75","0","Y",NULL
"FL250758","Lauren Henry","F","37.0","Italy","Italian","DevOps","9","75","3.5","N","0.75"
"FL250759","Brandon Fox","M","31.0","Australia","English","AI","1","40","4.5","N","0.96"
"FL250760","Richard Smith","M","51.0","South Korea","Korean","Mobile Apps","5","40","1.7","Y","0.61"
"FL250761","John White","M","60.0","China","Mandarin","DevOps","40","50","4.6","Y","1.00"
"FL250762","Gilbert Mcintyre","M","51.0","Canada","English","Blockchain Development","19","50","2.6","Y","0.82"
"FL250763","Christopher Sparks","M","37.0","Germany","German","Graphic Design","12","40","4.9","Y","0.80"
"FL250764","Aaron Hicks","M","52.0","India","Hindi","Blockchain Development","7","40","2.2",NULL,"0.96"
"FL250765","Jose Patterson","M","27.0","Indonesia","Indonesian","Blockchain Development","4","20","2.6","N","0.63"
"FL250766","Bryan Long","M","48.0","Australia","English","Graphic Design","24","40","2.2","N","0.67"
"FL250767","Tammy Gomez","F","22.0","Japan","Japanese","Data Analysis","1","30","3.3","Y","0.61"
"FL250768","Diana Raymond","F","48.0","Germany","German","Mobile Apps","28","30","4.9","N","0.77"
"FL250769","Jessica Armstrong","F","54.0","United States","English","Mobile Apps","19","75","0",NULL,NULL
"FL250770","Amanda Martin","F","52.0","South Korea","Korean","Data Analysis","4","50","2.6","N","0.84"
"FL250771","Anne Hamilton","F","39.0","Turkey","Turkish","Web Development","20","100","2.6","Y","0.89"
"FL250772","Heather Curtis","F","54.0","Russia","Russian","Mobile Apps","19","30","4",NULL,"0.90"
"FL250773","Tiffany Moses","F","22.0","United States","English","Cybersecurity","1","20","4.8","N","0.87"
"FL250774","Jacqueline Moon","F","29.0","South Africa","Afrikaans","Mobile Apps","8","50","0","N","0.77"
"FL250775","James Campbell","M","23.0","Spain","Spanish","DevOps","3","30","1.6","Y","0.72"
"FL250776","Melissa Vasquez","F","58.0","Mexico","Spanish","DevOps","30","50","1.3","Y","0.87"
"FL250777","Katherine Carlson","F","56.0","China","Mandarin","Blockchain Development","3","40","4.1","Y","0.89"
"FL250778","Adam Clay","M","48.0","Turkey","Turkish","Web Development","19","40","1.5","N","0.87"
"FL250779","Amy Combs","F","31.0","Russia","Russian","Mobile Apps","11","40","4.3","Y","0.76"
"FL250780","Anthony Case","M","44.0","Australia","English","Machine Learning","26","50","1.6",NULL,"1.00"
"FL250781","Kimberly Brown","F","42.0","Egypt","Arabic","Mobile Apps","10","100","3.7","Y","0.94"
"FL250782","Joshua Holloway","M","59.0","United States","English","Cybersecurity","17","50","1.4","Y",NULL
"FL250783","Cynthia Walton","F","41.0","Argentina","Spanish","Blockchain Development","9","100","4.5","Y","0.83"
"FL250784","Shawn Delgado","M","21.0","China","Mandarin","Data Analysis","0","40","3.7","N","0.74"
"FL250785","Jeremy Smith","M","53.0","United Kingdom","English","DevOps","5","75","1.1","N","0.92"
"FL250786","Marc Ortiz","M","35.0","Argentina","Spanish","Mobile Apps","15","40","3.7","N","0.66"
"FL250787","Michelle Gregory","F","25.0","Brazil","Portuguese","Machine Learning","3","50","3.2","Y","0.74"
"FL250788","Melanie Gay","F","23.0","Italy","Italian","UI/UX Design","1","30","5","N","0.97"
"FL250789","Brittany Lambert","F","56.0","Egypt","Arabic","Graphic Design","13","30","0",NULL,"0.77"
"FL250790","Mary Hernandez","F","31.0","Mexico","Spanish","UI/UX Design","6","40","3.5","N","0.86"
"FL250791","Jonathan Jones","M","24.0","United States","English","Cybersecurity","4","50","3.1","N","0.95"
"FL250792","Gina Williams","F","35.0","Brazil","Portuguese","Cybersecurity","7","40","3.9","N","0.72"
"FL250793","Kelly Lawson","F","20.0","Spain","Spanish","AI","1","40","3.5","N","0.71"
"FL250794","Keith Smith","M","26.0","Australia","English","Data Analysis","5","100","2.5","Y","0.93"
"FL250795","Christopher Hunter","M","54.0","United Kingdom","English","DevOps","29","40","3.1","Y",NULL
"FL250796","Dwayne Parks","M","53.0","Russia","Russian","Cybersecurity","12","100","4.7","Y","0.87"
"FL250797","Mary Hall","F","33.0","Canada","English","DevOps","4","40","1.9","N","0.73"
"FL250798","Jake Gilmore","M","43.0","Netherlands","Dutch","Web Development","12","40","1.6","Y","0.74"
"FL250799","Mark Lopez","M","37.0","Canada","English","DevOps","3","20","2.5","N","0.62"
"FL250800","Dana Rice","F","58.0","France","French","Data Analysis","15","20","3.5",NULL,"0.98"
"FL250801","Beth Young","F","39.0","Spain","Spanish","Mobile Apps","15","50","2.6","N","0.80"
"FL250802","Ryan Powell","M","43.0","Turkey","Turkish","Graphic Design","13","20","1.2","Y","0.69"
"FL250803","Amanda Fowler","F","40.0","Spain","Spanish","Blockchain Development","20","30","2.6","N","0.90"
"FL250804","Lindsay Rivera","F","51.0","United Kingdom","English","Machine Learning","30","75","2.6","Y","0.74"
"FL250806","Amanda Smith","F","31.0","Indonesia","Indonesian","Graphic Design","9","20","2.6","Y","0.84"
"FL250807","Emily Brown","F","44.0","Russia","Russian","Web Development","3","20","5","Y","0.75"
"FL250808","Dwayne Cardenas","M","56.0","Germany","German","Mobile Apps","23","75","3.9","Y",NULL
"FL250809","Dr. Rhonda Hernandez","F","48.0","Australia","English","Cybersecurity","5","100","1.8","Y","0.97"
"FL250810","Melody Barker","F","46.0","Russia","Russian","Web Development","28","30","4.2","Y",NULL
"FL250811","Russell Carpenter","M","21.0","Egypt","Arabic","AI","0","20","2.6","N","0.64"
"FL250812","Richard Hill","M","52.0","Russia","Russian","Data Analysis","30","30","2","Y","0.68"
"FL250813","Lindsay Potts","F","39.0","Russia","Russian","Graphic Design","20","75","2.7","Y","0.67"
"FL250814","Michelle Campbell","F","31.0","Australia","English","Mobile Apps","0","30","2.3","N","0.79"
"FL250815","Alan Williams","M","22.0","South Korea","Korean","UI/UX Design","4","40","3.8","Y","1.00"
"FL250816","Robin Hinton","F","38.0","United Kingdom","English","UI/UX Design","10","40","2.6","N","0.66"
"FL250817","Brian Holland","M","44.0","Argentina","Spanish","Graphic Design","24","75","4.6","N","0.97"
"FL250818","Adam Stone","M","53.0","Indonesia","Indonesian","Machine Learning","21","100","3.4","N","0.62"
"FL250819","Curtis Lambert","M","22.0","China","Mandarin","Data Analysis","2","20","2.6","N",NULL
"FL250820","Alexandra Sims","F","40.0","India","Hindi","Blockchain Development","14","75","0","Y","0.79"
"FL250821","Brenda Spencer","F","49.0","China","Mandarin","Mobile Apps","15","40","3.9","N","0.86"
"FL250822","Joshua Bush","M","30.0","Australia","English","UI/UX Design","11","30","4.2","N","0.65"
"FL250823","Erin Martin","F","37.0","Japan","Japanese","AI","6","20","2.6",NULL,"0.99"
"FL250824","Alexander Hogan","M","21.0","Egypt","Arabic","Graphic Design","2","100","3.6","N","0.85"
"FL250825","William Harris","M","20.0","South Korea","Korean","AI","1","50","2.6","Y","0.81"
"FL250826","Michael Mcmahon","M","20.0","China","Mandarin","Data Analysis","2","40","2.1","N","0.64"
"FL250827","Michael Watson","M","20.0","Argentina","Spanish","Machine Learning","2","20","3.9","N","0.84"
"FL250828","Lori Perez","F","26.0","Russia","Russian","Machine Learning","2","40","0",NULL,"0.66"
"FL250829","Lindsay Le","F","50.0","South Korea","Korean","Web Development","12","75","0","N","0.75"
"FL250830","Scott Long","M","50.0","Spain","Spanish","AI","28","30","1.8",NULL,NULL
"FL250831","Diana Ferguson","F","54.0","Indonesia","Indonesian","AI","4","20","1.1","Y","0.63"
"FL250832","Joseph Miller","M","54.0","Spain","Spanish","Blockchain Development","3","20","1.6","Y","0.70"
"FL250833","Julia Reid","F","34.0","Egypt","Arabic","Machine Learning","4","30","3.1",NULL,"0.90"
"FL250834","Samantha Matthews","F","20.0","Italy","Italian","DevOps","1","50","3.4","Y","0.79"
"FL250835","Brian Bailey","M","29.0","Germany","German","AI","8","40","3.1","N","0.60"
"FL250836","Toni Hinton","F","57.0","United Kingdom","English","DevOps","11","75","2.3","N",NULL
"FL250837","Robin Ortiz","F","36.0","Netherlands","Dutch","AI","8","40","2.6","N","0.80"
"FL250838","Adam Griffith","M","51.0","South Korea","Korean","Web Development","32","50","3.2","N","0.88"
"FL250839","Daniel Roberson","M","44.0","India","Hindi","UI/UX Design","4","30","0","N","0.80"
"FL250840","Dale Haynes","M","58.0","Spain","Spanish","Cybersecurity","33","30","3.3","Y","0.71"
"FL250841","Emily Scott","F","38.0","South Africa","Afrikaans","Mobile Apps","14","40","1.1","Y","0.76"
"FL250842","David Brown","M","24.0","United States","English","UI/UX Design","6","30","4.6","Y","0.93"
"FL250843","Stephanie Guzman","F","30.0","Turkey","Turkish","Blockchain Development","5","30","2.6","N",NULL
"FL250844","Maxwell Johnson","M","25.0","Indonesia","Indonesian","Cybersecurity","3","75","2.6","N","0.83"
"FL250845","Reginald Stephens","M","54.0","Indonesia","Indonesian","Mobile Apps","17","100","0","N","0.71"
"FL250846","Justin Jones","M","54.0","Italy","Italian","Cybersecurity","9","20","0","Y","0.96"
"FL250847","Kristine Garcia","F","53.0","France","French","Graphic Design","16","40","0","N",NULL
"FL250848","John Nguyen","M","22.0","Russia","Russian","AI","3","75","3.4","Y","0.65"
"FL250849","Anna Fleming","F","23.0","Mexico","Spanish","Data Analysis","2","20","1.3","N",NULL
"FL250850","Linda Williamson","F","47.0","France","French","Cybersecurity","16","50","1.9","N","0.71"
"FL250851","Roy Wilson","M","24.0","France","French","Web Development","6","50","1.4","Y","0.63"
"FL250852","Jennifer Pierce","F","57.0","India","Hindi","UI/UX Design","10","100","4.3","N",NULL
"FL250853","Jason Johnson","M","48.0","Spain","Spanish","Graphic Design","16","30","2.6","N","0.97"
"FL250854","Jasmine Lane","F","21.0","Turkey","Turkish","UI/UX Design","0","100","4.3","N",NULL
"FL250855","Evan Soto","M","33.0","Japan","Japanese","AI","13","75","0","Y",NULL
"FL250856","Kevin Serrano","M","41.0","Turkey","Turkish","DevOps","12","40","1.3","N","0.85"
"FL250857","Nathaniel Benson","M","40.0","Australia","English","Cybersecurity","13","50","2.9","N","0.82"
